"PassengerId","Survived"
892,0.179544656459083
893,0.43625397696743
894,0.199031559831967
895,0.178229735780778
896,0.540439502266238
897,0.178360792967089
898,0.488037458871977
899,0.391198138520807
900,0.489687382923075
901,0.224816001798462
902,0.173538440939498
903,0.308066976536521
904,0.839704727326682
905,0.257848706000871
906,0.827327484596457
907,0.724072750824333
908,0.219563486690994
909,0.176406373621174
910,0.438740078979674
911,0.489422506126823
912,0.459996785362053
913,0.255695333194484
914,0.722568077764225
915,0.376739781836794
916,0.747665825369922
917,0.21573983117906
918,0.8405577344266
919,0.176406373621174
920,0.36567124458086
921,0.217920891951889
922,0.257848706000871
923,0.267920640058894
924,0.512214101615184
925,0.418708516654979
926,0.475827209242333
927,0.176457825288338
928,0.448559596693619
929,0.447598265199869
930,0.183983152952197
931,0.375990370027734
932,0.37668554970378
933,0.358797253357818
934,0.17995568008113
935,0.669724756868055
936,0.828837723276904
937,0.186719926804306
938,0.359026304642843
939,0.179196925886213
940,0.804529715773149
941,0.579439685524147
942,0.458478841952805
943,0.222380742357285
944,0.840138857518421
945,0.733025466718824
946,0.238208320253188
947,0.119600281294792
948,0.173538440939498
949,0.175788845499187
950,0.216954426555622
951,0.801256197334419
952,0.173538440939498
953,0.224686665324997
954,0.179196925886213
955,0.491282197504769
956,0.514445453453052
957,0.6878328912967
958,0.489875384925971
959,0.329734942161879
960,0.352128417267065
961,0.570074558042807
962,0.489406674333943
963,0.173538440939498
964,0.470160968601507
965,0.351282690127587
966,0.802802078560473
967,0.406012510165033
968,0.178659621996827
969,0.766473112821196
970,0.221362885086144
971,0.489406674333943
972,0.392337778671737
973,0.466666321472532
974,0.308066976536521
975,0.173538440939498
976,0.216283613483747
977,0.215395202939916
978,0.489875384925971
979,0.448559596693619
980,0.489406674333943
981,0.469652254161648
982,0.491538132807221
983,0.17985068922795
984,0.83149955668085
985,0.178659621996827
986,0.308066976536521
987,0.181867178025993
988,0.840794315633164
989,0.186719926804306
990,0.486930122994724
991,0.178659621996827
992,0.831453711852401
993,0.257848706000871
994,0.179196925886213
995,0.17985068922795
996,0.435554972191144
997,0.213581642780929
998,0.179544656459083
999,0.179196925886213
1000,0.177590881462664
1001,0.221362885086144
1002,0.222380742357285
1003,0.486114665062612
1004,0.722568077764225
1005,0.488758811494503
1006,0.819920715952418
1007,0.215395202939916
1008,0.168928022151054
1009,0.56509218284068
1010,0.416407099908977
1011,0.726306736482332
1012,0.694505534953587
1013,0.195936034717455
1014,0.837973571808249
1015,0.174114892209055
1016,0.179196925886213
1017,0.562650660549955
1018,0.181867178025993
1019,0.543995197857278
1020,0.221362885086144
1021,0.178659621996827
1022,0.178659621996827
1023,0.352128417267065
1024,0.315326035351648
1025,0.174666675894546
1026,0.173538440939498
1027,0.17995568008113
1028,0.176406373621174
1029,0.221362885086144
1030,0.448559596693619
1031,0.185565221211394
1032,0.222387143470759
1033,0.80420180865494
1034,0.479305440230069
1035,0.242079005882792
1036,0.358797253357818
1037,0.251476943649758
1038,0.343599667902978
1039,0.178659621996827
1040,0.358797253357818
1041,0.461560350531548
1042,0.859070248546142
1043,0.173538440939498
1044,0.257376516113245
1045,0.584384392494105
1046,0.174749568751488
1047,0.175709843057611
1048,0.796897864001085
1049,0.486930122994724
1050,0.358797253357818
1051,0.564264168130806
1052,0.491962156761199
1053,0.392337778671737
1054,0.678044559173735
1055,0.171363308868771
1056,0.221362885086144
1057,0.551572112340341
1058,0.330782454080251
1059,0.249550717325669
1060,0.710118867732421
1061,0.450283658281864
1062,0.175709843057611
1063,0.176406373621174
1064,0.223276314627619
1065,0.176457825288338
1066,0.194213807347777
1067,0.835681130745933
1068,0.703067667615438
1069,0.469346470701469
1070,0.799885208527812
1071,0.846244995307531
1072,0.221362885086144
1073,0.470540496140972
1074,0.829019541458723
1075,0.179196925886213
1076,0.828652782683851
1077,0.239695780093233
1078,0.819880908511508
1079,0.165992782260339
1080,0.198393951485812
1081,0.221362885086144
1082,0.257848706000871
1083,0.308066976536521
1084,0.359669501013201
1085,0.219563486690994
1086,0.452652232975798
1087,0.17995568008113
1088,0.508657209854194
1089,0.486114665062612
1090,0.216283613483747
1091,0.448888723688097
1092,0.510024663628624
1093,0.338147801517295
1094,0.467066321472532
1095,0.815482132868973
1096,0.216283613483747
1097,0.294297075625596
1098,0.489406674333943
1099,0.216283613483747
1100,0.710118867732421
1101,0.173538440939498
1102,0.213581642780929
1103,0.168620451725914
1104,0.274397634721469
1105,0.726306736482332
1106,0.420697952175464
1107,0.329734942161879
1108,0.489875384925971
1109,0.482157266507046
1110,0.83171832700969
1111,0.178659621996827
1112,0.68320570852457
1113,0.178659621996827
1114,0.646827276570863
1115,0.181867178025993
1116,0.712452201065755
1117,0.546272302536045
1118,0.181867178025993
1119,0.489406674333943
1120,0.197745131484936
1121,0.221362885086144
1122,0.285154777578612
1123,0.716583562598001
1124,0.174666675894546
1125,0.182047980390713
1126,0.431794919269643
1127,0.17995568008113
1128,0.462042011416827
1129,0.176406373621174
1130,0.747502436588454
1131,0.842475328481306
1132,0.710118867732421
1133,0.834181251612178
1134,0.49847490920471
1135,0.179057017041186
1136,0.250234025748382
1137,0.413164699175515
1138,0.6878328912967
1139,0.384667664909451
1140,0.726306736482332
1141,0.476413021656759
1142,0.838382826211151
1143,0.186719926804306
1144,0.479513773787287
1145,0.181070004591985
1146,0.183983152952197
1147,0.175709843057611
1148,0.179196925886213
1149,0.178659621996827
1150,0.669724756868055
1151,0.17985068922795
1152,0.216454426555622
1153,0.17995568008113
1154,0.83777192403975
1155,0.539982655247633
1156,0.217940771163628
1157,0.173538440939498
1158,0.214375274152026
1159,0.175709843057611
1160,0.448559596693619
1161,0.178229735780778
1162,0.416407099908977
1163,0.179196925886213
1164,0.845729213625062
1165,0.519913924902449
1166,0.176406373621174
1167,0.726306736482332
1168,0.216283613483747
1169,0.257848706000871
1170,0.233208180568896
1171,0.216283613483747
1172,0.447598265199869
1173,0.36731869062726
1174,0.489406674333943
1175,0.50924217976012
1176,0.562654260020234
1177,0.174114892209055
1178,0.174114892209055
1179,0.445474604472201
1180,0.176457825288338
1181,0.178659621996827
1182,0.330673717672083
1183,0.464987099015434
1184,0.176457825288338
1185,0.466837667858144
1186,0.183983152952197
1187,0.173538440939498
1188,0.843855338427394
1189,0.217920891951889
1190,0.329734942161879
1191,0.17995568008113
1192,0.17985068922795
1193,0.222380742357285
1194,0.423019020681958
1195,0.178229735780778
1196,0.489406674333943
1197,0.830724577578392
1198,0.552385692787054
1199,0.343648544416629
1200,0.479832448441545
1201,0.483165947826714
1202,0.178229735780778
1203,0.176406373621174
1204,0.175709843057611
1205,0.489406674333943
1206,0.808995636979003
1207,0.491962156761199
1208,0.478730440453953
1209,0.216283613483747
1210,0.17995568008113
1211,0.267920640058894
1212,0.17985068922795
1213,0.176457825288338
1214,0.221362885086144
1215,0.358797253357818
1216,0.808468475321606
1217,0.168620451725914
1218,0.85070129807753
1219,0.402285692403551
1220,0.257848706000871
1221,0.221362885086144
1222,0.831627461278146
1223,0.359026304642843
1224,0.176406373621174
1225,0.558295658776508
1226,0.173538440939498
1227,0.308066976536521
1228,0.221362885086144
1229,0.268163131598706
1230,0.271071607484999
1231,0.176457825288338
1232,0.216283613483747
1233,0.175709843057611
1234,0.219070478489623
1235,0.836498307389984
1236,0.359669501013201
1237,0.490295933956343
1238,0.221362885086144
1239,0.489687382923075
1240,0.224686665324997
1241,0.6878328912967
1242,0.844499126367992
1243,0.216283613483747
1244,0.274397634721469
1245,0.422665263372248
1246,0.512214101615184
1247,0.308066976536521
1248,0.799711194759998
1249,0.182047980390713
1250,0.179196925886213
1251,0.519913924902449
1252,0.10190188559296
1253,0.82236321209977
1254,0.6878328912967
1255,0.178229735780778
1256,0.831453711852401
1257,0.34753824400808
1258,0.214784676624126
1259,0.50804194939614
1260,0.862825789244132
1261,0.241591199674673
1262,0.245338189707699
1263,0.811862644847005
1264,0.214375274152026
1265,0.221362885086144
1266,0.873106905426173
1267,0.801256197334419
1268,0.400454286894973
1269,0.217130816537115
1270,0.330782454080251
1271,0.174749568751488
1272,0.179196925886213
1273,0.182047980390713
1274,0.489479473041087
1275,0.520244262882612
1276,0.219147610756424
1277,0.857813707449081
1278,0.17985068922795
1279,0.221362885086144
1280,0.179196925886213
1281,0.145158848722216
1282,0.421941936057112
1283,0.820524665487026
1284,0.365945186050383
1285,0.216283613483747
1286,0.145758848722216
1287,0.837066739510112
1288,0.174114892209055
1289,0.871186615355883
1290,0.17985068922795
1291,0.176513776949466
1292,0.809668475321606
1293,0.233208180568896
1294,0.862825789244132
1295,0.329734942161879
1296,0.388511551133116
1297,0.241591199674673
1298,0.245634604296227
1299,0.459970039124866
1300,0.491282197504769
1301,0.513869441762305
1302,0.489406674333943
1303,0.846727831282617
1304,0.486114665062612
1305,0.178659621996827
1306,0.812455237439597
1307,0.174114892209055
1308,0.178659621996827
1309,0.309579047408663
